Machine,Utilisation,Day
X8,26.71479396359654,2022-01-22 12:52:32.169545
X10,86.70005885040466,2022-01-22 12:52:32.169545
X7,45.368636134143344,2022-01-22 12:52:32.169545
X1,28.241611008817763,2022-01-23 12:52:32.149203
X2,47.82756097008474,2022-01-23 12:52:32.164830
X3,52.61888413519838,2022-01-23 12:52:32.166332
X4,61.54521059801124,2022-01-23 12:52:32.167445
X5,49.30774452953053,2022-01-23 12:52:32.167445
X6,82.58684930979771,2022-01-23 12:52:32.168543
X9,56.28955897736716,2022-01-23 12:52:32.169545
X7,74.004232963451,2022-01-23 12:52:32.169545
X8,42.64874835510503,2022-01-23 12:52:32.169545
X10,61.97599224243276,2022-01-23 12:52:32.169545
X1,66.93969878853025,2022-01-24 12:52:32.149203
X2,33.30545067994369,2022-01-24 12:52:32.164830
X3,57.1950083859885,2022-01-24 12:52:32.166332
X4,63.25836381431101,2022-01-24 12:52:32.167445
X5,69.32300085571592,2022-01-24 12:52:32.167445
X6,39.73496204140897,2022-01-24 12:52:32.168543
X9,25.66844547508792,2022-01-24 12:52:32.169545
X7,42.784130750057415,2022-01-24 12:52:32.169545
X8,48.14790315937978,2022-01-24 12:52:32.169545
X10,55.26587030095301,2022-01-24 12:52:32.169545
X1,87.71601013073975,2022-01-25 12:52:32.149203
X2,73.61138257266975,2022-01-25 12:52:32.164830
X3,74.23538666593068,2022-01-25 12:52:32.166332
X5,66.90563159523884,2022-01-25 12:52:32.167445
X4,54.81184969963313,2022-01-25 12:52:32.167445
X6,89.36486457584222,2022-01-25 12:52:32.168543
X10,31.939965817610265,2022-01-25 12:52:32.169545
X8,28.549166868779423,2022-01-25 12:52:32.169545
X7,27.468593689549962,2022-01-25 12:52:32.169545
X9,60.127821227898956,2022-01-25 12:52:32.169545
X1,35.301765545917334,2022-01-26 12:52:32.149203
X2,39.31434037828792,2022-01-26 12:52:32.164830
X3,40.400649658930305,2022-01-26 12:52:32.166332
X4,78.37590486379824,2022-01-26 12:52:32.167445
X5,86.83679755179782,2022-01-26 12:52:32.167445
X6,49.88238075545959,2022-01-26 12:52:32.168543
X9,36.04408106267199,2022-01-26 12:52:32.169545
X7,85.20263098006127,2022-01-26 12:52:32.169545
X10,37.861750906304906,2022-01-26 12:52:32.169545
X8,61.85323972617952,2022-01-26 12:52:32.169545
X1,69.85110946115185,2022-01-27 12:52:32.149203
X2,63.984868675402964,2022-01-27 12:52:32.164830
X3,48.65313531213319,2022-01-27 12:52:32.166332
X5,73.06191933518363,2022-01-27 12:52:32.167445
X4,82.45282201090211,2022-01-27 12:52:32.167445
X6,75.20364415143754,2022-01-27 12:52:32.168543
X10,86.2808978435296,2022-01-27 12:52:32.169545
X7,75.34481140731356,2022-01-27 12:52:32.169545
X8,77.22508808811139,2022-01-27 12:52:32.169545
X9,80.4722948095013,2022-01-27 12:52:32.169545
X1,71.78565894519505,2022-01-28 12:52:32.149203
X2,69.44774269736568,2022-01-28 12:52:32.164830
X3,50.34285136836152,2022-01-28 12:52:32.166332
X5,45.54714597753788,2022-01-28 12:52:32.167445
X4,53.21837884901977,2022-01-28 12:52:32.167445
X6,33.900645520721525,2022-01-28 12:52:32.168543
X10,87.76260234033325,2022-01-28 12:52:32.169545
X8,83.97883569250601,2022-01-28 12:52:32.169545
X7,44.6589121889828,2022-01-28 12:52:32.169545
X9,69.07789869478407,2022-01-28 12:52:32.169545
X1,88.51947535947284,2022-01-29 12:52:32.149203
X2,83.4734962907639,2022-01-29 12:52:32.164830
X3,62.668477225728594,2022-01-29 12:52:32.166332
X5,28.5099281060606,2022-01-29 12:52:32.167445
X4,30.694624556119376,2022-01-29 12:52:32.167445
X6,61.724109788652065,2022-01-29 12:52:32.168543
X8,70.20770235211472,2022-01-29 12:52:32.169545
X9,73.07841052088523,2022-01-29 12:52:32.169545
X10,40.25743102267951,2022-01-29 12:52:32.169545
X7,46.419874233758605,2022-01-29 12:52:32.169545
X1,89.30378847879415,2022-01-30 12:52:32.149203
X2,41.20484735959609,2022-01-30 12:52:32.164830
X3,49.240694895536215,2022-01-30 12:52:32.166332
X4,36.71626720225618,2022-01-30 12:52:32.167445
X5,56.23985791037724,2022-01-30 12:52:32.167445
X6,49.44060189822484,2022-01-30 12:52:32.168543
X9,87.83864913430801,2022-01-30 12:52:32.169545
X10,81.14573439767287,2022-01-30 12:52:32.169545
X7,25.521496679050507,2022-01-30 12:52:32.169545
X8,89.48450510017408,2022-01-30 12:52:32.169545
X1,55.430242093724544,2022-01-31 12:52:32.149203
X2,38.84409752503469,2022-01-31 12:52:32.164830
X3,58.448649323728176,2022-01-31 12:52:32.166332
X5,86.40018518723797,2022-01-31 12:52:32.167445
X4,53.50181883924886,2022-01-31 12:52:32.167445
X6,66.32650538223112,2022-01-31 12:52:32.168543
X7,46.27247839552214,2022-01-31 12:52:32.169545
X8,59.644473913057894,2022-01-31 12:52:32.169545
X9,43.93238688685433,2022-01-31 12:52:32.169545
X10,51.856798100800404,2022-01-31 12:52:32.169545
X1,65.91101325964375,2022-02-01 12:52:32.149203
X2,41.54340020317029,2022-02-01 12:52:32.164830
X3,31.22746388917368,2022-02-01 12:52:32.166332
X4,43.8419627654547,2022-02-01 12:52:32.167445
X5,69.06191340595217,2022-02-01 12:52:32.167445
X6,21.07638362391486,2022-02-01 12:52:32.168543
X10,80.49639631825235,2022-02-01 12:52:32.169545
X7,26.885790114184047,2022-02-01 12:52:32.169545
X9,65.50266887162957,2022-02-01 12:52:32.169545
X8,54.570211741639135,2022-02-01 12:52:32.169545
X1,56.5164951714703,2022-02-02 12:52:32.149203
X2,26.445570830196452,2022-02-02 12:52:32.164830
X3,38.80245710361788,2022-02-02 12:52:32.166332
X4,61.64048684385185,2022-02-02 12:52:32.167445
X5,51.28649323250059,2022-02-02 12:52:32.167445
X6,61.71006074176853,2022-02-02 12:52:32.168543
X8,24.286288681563814,2022-02-02 12:52:32.169545
X10,62.78968014274021,2022-02-02 12:52:32.169545
X7,86.48494019537112,2022-02-02 12:52:32.169545
X9,32.29407381676197,2022-02-02 12:52:32.169545
X1,46.66845179953185,2022-02-03 12:52:32.149203
X2,87.43342256195022,2022-02-03 12:52:32.164830
X3,84.36086080075098,2022-02-03 12:52:32.166332
X5,30.423261502740093,2022-02-03 12:52:32.167445
X4,86.28652082558835,2022-02-03 12:52:32.167445
X6,37.56877206475578,2022-02-03 12:52:32.168543
X7,73.00900390559721,2022-02-03 12:52:32.169545
X9,56.27013015090235,2022-02-03 12:52:32.169545
X8,55.795249089574476,2022-02-03 12:52:32.169545
X10,56.255007716767295,2022-02-03 12:52:32.169545
X1,62.728004012987476,2022-02-04 12:52:32.149203
X2,43.4207808876887,2022-02-04 12:52:32.164830
X3,37.19359089394439,2022-02-04 12:52:32.166332
X5,72.61763660142529,2022-02-04 12:52:32.167445
X4,74.88913971949357,2022-02-04 12:52:32.167445
X6,26.864853716048195,2022-02-04 12:52:32.168543
X7,39.770220916992976,2022-02-04 12:52:32.169545
X10,34.030543136188825,2022-02-04 12:52:32.169545
X8,81.23765452180712,2022-02-04 12:52:32.169545
X9,47.19719517619619,2022-02-04 12:52:32.169545
X1,52.06199366916234,2022-02-05 12:52:32.149203
X2,80.69397210090433,2022-02-05 12:52:32.164830
X3,81.48518140225403,2022-02-05 12:52:32.166332
X4,58.58648895686814,2022-02-05 12:52:32.167445
X5,77.16324234056773,2022-02-05 12:52:32.167445
X6,63.87754140312937,2022-02-05 12:52:32.168543
X10,51.0567154579331,2022-02-05 12:52:32.169545
X7,82.92810772756644,2022-02-05 12:52:32.169545
X8,51.27832484607877,2022-02-05 12:52:32.169545
X9,66.69451381372724,2022-02-05 12:52:32.169545
X1,41.58577892584929,2022-02-06 12:52:32.149203
X2,20.56337848256401,2022-02-06 12:52:32.164830
X3,69.20212205213818,2022-02-06 12:52:32.166332
X5,22.232086584921365,2022-02-06 12:52:32.167445
X4,63.87042714319144,2022-02-06 12:52:32.167445
X6,80.36829128686549,2022-02-06 12:52:32.168543
X7,22.39682593056416,2022-02-06 12:52:32.169545
X8,38.99177221669268,2022-02-06 12:52:32.169545
X10,70.36936648492355,2022-02-06 12:52:32.169545
X9,37.42515841743605,2022-02-06 12:52:32.169545
X1,90.03011891495579,2022-02-07 12:52:32.149203
X2,73.18529700188776,2022-02-07 12:52:32.164830
X3,49.94020573340494,2022-02-07 12:52:32.166332
X4,61.4311403033891,2022-02-07 12:52:32.167445
X5,48.69375892629851,2022-02-07 12:52:32.167445
X6,51.207834654461124,2022-02-07 12:52:32.168543
X7,44.14683434720595,2022-02-07 12:52:32.169545
X8,82.20141850198961,2022-02-07 12:52:32.169545
X9,25.369038470051485,2022-02-07 12:52:32.169545
X10,61.86702615444348,2022-02-07 12:52:32.169545
X1,46.770037877896215,2022-02-08 12:52:32.149203
X2,56.85349663032946,2022-02-08 12:52:32.164830
X3,63.25041847857164,2022-02-08 12:52:32.166332
X5,70.00393620469553,2022-02-08 12:52:32.167445
X4,64.14696398763273,2022-02-08 12:52:32.167445
X6,22.567740734092155,2022-02-08 12:52:32.168543
X9,72.83647667955104,2022-02-08 12:52:32.169545
X8,33.976143400918176,2022-02-08 12:52:32.169545
X7,61.06338832180568,2022-02-08 12:52:32.169545
X10,51.515297093264294,2022-02-08 12:52:32.169545
X1,30.060100377663538,2022-02-09 12:52:32.149203
X2,40.97485222742502,2022-02-09 12:52:32.164830
X3,84.33093995581427,2022-02-09 12:52:32.166332
X4,70.03302585112448,2022-02-09 12:52:32.167445
X5,76.17305682905037,2022-02-09 12:52:32.167445
X6,29.217656190499046,2022-02-09 12:52:32.168543
X9,66.21462288648252,2022-02-09 12:52:32.169545
X8,63.19748920956788,2022-02-09 12:52:32.169545
X7,75.21262251194993,2022-02-09 12:52:32.169545
X10,40.02215715671353,2022-02-09 12:52:32.169545
X1,81.26840461547076,2022-02-10 12:52:32.149203
X2,22.084903390349353,2022-02-10 12:52:32.164830
X3,45.41535648625873,2022-02-10 12:52:32.166332
X5,46.41594604252113,2022-02-10 12:52:32.167445
X4,39.108851494632255,2022-02-10 12:52:32.167445
X6,60.35395649945171,2022-02-10 12:52:32.168543
X7,82.14784656234735,2022-02-10 12:52:32.169545
X10,37.20144126826839,2022-02-10 12:52:32.169545
X9,38.04867276087157,2022-02-10 12:52:32.169545
X8,32.332272943844,2022-02-10 12:52:32.169545
X1,83.57793116860182,2022-02-11 12:52:32.149203
X2,81.71958304653761,2022-02-11 12:52:32.164830
X3,50.29132425841833,2022-02-11 12:52:32.166332
X4,24.06212427010215,2022-02-11 12:52:32.167445
X5,78.92896341061554,2022-02-11 12:52:32.167445
X6,28.350904998813032,2022-02-11 12:52:32.168543
X9,22.457849019312196,2022-02-11 12:52:32.169545
X10,88.48292145793214,2022-02-11 12:52:32.169545
X8,82.2966948697549,2022-02-11 12:52:32.169545
X7,65.74958539575658,2022-02-11 12:52:32.169545
X1,21.854700193549682,2022-02-12 12:52:32.149203
X2,60.693181874427886,2022-02-12 12:52:32.164830
X3,83.57124533944031,2022-02-12 12:52:32.166332
X5,66.60901154793224,2022-02-12 12:52:32.167445
X4,37.69830277317527,2022-02-12 12:52:32.167445
X6,31.80100081864906,2022-02-12 12:52:32.168543
X9,90.15993286981121,2022-02-12 12:52:32.169545
X8,55.1380313877977,2022-02-12 12:52:32.169545
X10,29.26222997645135,2022-02-12 12:52:32.169545
X7,34.07393445416237,2022-02-12 12:52:32.169545
X1,24.296167521183012,2022-02-13 12:52:32.149203
X2,61.22517027093401,2022-02-13 12:52:32.164830
X3,88.49392342114551,2022-02-13 12:52:32.166332
X4,22.045254552877836,2022-02-13 12:52:32.167445
X5,41.30558326492023,2022-02-13 12:52:32.167445
X6,74.02721541805269,2022-02-13 12:52:32.168543
X7,24.997464873515607,2022-02-13 12:52:32.169545
X10,52.19287010382031,2022-02-13 12:52:32.169545
X9,80.0319678274692,2022-02-13 12:52:32.169545
X8,79.64132396784501,2022-02-13 12:52:32.169545
X1,50.50358008712788,2022-02-14 12:52:32.149203
X2,83.76227672529033,2022-02-14 12:52:32.164830
X3,73.4624969111087,2022-02-14 12:52:32.166332
X5,89.73754267144427,2022-02-14 12:52:32.167445
X4,40.42169119162375,2022-02-14 12:52:32.167445
X6,20.56285171760551,2022-02-14 12:52:32.168543
X9,69.18338911100798,2022-02-14 12:52:32.169545
X10,21.575547524740188,2022-02-14 12:52:32.169545
X8,40.434835445015366,2022-02-14 12:52:32.169545
X7,45.260850038428856,2022-02-14 12:52:32.169545
X1,44.0264055692114,2022-02-15 12:52:32.149203
X2,63.67765559209981,2022-02-15 12:52:32.164830
X3,49.77668030566935,2022-02-15 12:52:32.166332
X5,47.28639012781943,2022-02-15 12:52:32.167445
X4,35.25635763835965,2022-02-15 12:52:32.167445
X6,82.30826150590553,2022-02-15 12:52:32.168543
X7,71.20946569972793,2022-02-15 12:52:32.169545
X8,79.53634395382437,2022-02-15 12:52:32.169545
X9,71.46295679226228,2022-02-15 12:52:32.169545
X10,50.24940330221699,2022-02-15 12:52:32.169545
X1,90.47423867308244,2022-02-16 12:52:32.149203
X2,32.14004310393203,2022-02-16 12:52:32.164830
X3,44.63565280684556,2022-02-16 12:52:32.166332
X5,69.95477503858416,2022-02-16 12:52:32.167445
X4,22.88798796094914,2022-02-16 12:52:32.167445
X6,89.04361146355943,2022-02-16 12:52:32.168543
X10,83.38652476650134,2022-02-16 12:52:32.169545
X8,76.18320793704706,2022-02-16 12:52:32.169545
X7,79.68678655421311,2022-02-16 12:52:32.169545
X9,39.00278754018328,2022-02-16 12:52:32.169545
X1,23.703999658050666,2022-02-17 12:52:32.149203
X2,47.811286969165344,2022-02-17 12:52:32.164830
X3,28.33987829451499,2022-02-17 12:52:32.166332
X4,81.94547022208107,2022-02-17 12:52:32.167445
X5,26.197537697057705,2022-02-17 12:52:32.167445
X6,88.52308772233782,2022-02-17 12:52:32.168543
X9,34.346220834598014,2022-02-17 12:52:32.169545
X7,50.70889821392382,2022-02-17 12:52:32.169545
X10,30.767732506913376,2022-02-17 12:52:32.169545
X8,64.1132052386245,2022-02-17 12:52:32.169545
X1,43.98234075438552,2022-02-18 12:52:32.149203
X2,63.430291904659015,2022-02-18 12:52:32.164830
X3,60.83394872680021,2022-02-18 12:52:32.166332
X5,86.9363140464437,2022-02-18 12:52:32.167445
X4,46.281240500284355,2022-02-18 12:52:32.167445
X6,63.37324192720317,2022-02-18 12:52:32.168543
X10,54.32701881742168,2022-02-18 12:52:32.169545
X9,80.81839506912883,2022-02-18 12:52:32.169545
X8,60.7450928754758,2022-02-18 12:52:32.169545
X7,70.56977957804835,2022-02-18 12:52:32.169545
X1,46.15630944531072,2022-02-19 12:52:32.149203
X2,90.03854891987355,2022-02-19 12:52:32.164830
X3,31.385077206393916,2022-02-19 12:52:32.166332
X4,71.96747086138959,2022-02-19 12:52:32.167445
X5,73.10308660205376,2022-02-19 12:52:32.167445
X6,39.14266558200414,2022-02-19 12:52:32.168543
X7,22.498768840217867,2022-02-19 12:52:32.169545
X9,29.59722835154802,2022-02-19 12:52:32.169545
X8,65.57496649444244,2022-02-19 12:52:32.169545
X10,67.64943294384398,2022-02-19 12:52:32.169545
X1,80.1315930550063,2022-02-20 12:52:32.149203
X2,21.049060478292,2022-02-20 12:52:32.164830
X3,30.58579662473765,2022-02-20 12:52:32.166332
X5,49.71330137415006,2022-02-20 12:52:32.167445
X4,62.9548113513942,2022-02-20 12:52:32.167445
X6,86.41187074794892,2022-02-20 12:52:32.168543
X8,87.84552051382276,2022-02-20 12:52:32.169545
X7,20.113967084329996,2022-02-20 12:52:32.169545
X9,87.3942787824579,2022-02-20 12:52:32.169545
X10,20.426635632816186,2022-02-20 12:52:32.169545
X1,61.034067859693664,2022-02-21 12:52:32.149203
X2,70.9623426731496,2022-02-21 12:52:32.164830
X3,37.25670050518964,2022-02-21 12:52:32.166332
X5,55.19815099644257,2022-02-21 12:52:32.167445
X4,33.383316988287945,2022-02-21 12:52:32.167445
X6,65.58275871875811,2022-02-21 12:52:32.168543
X9,80.48808540781963,2022-02-21 12:52:32.169545
X10,77.06946322916819,2022-02-21 12:52:32.169545
X8,77.85406448478625,2022-02-21 12:52:32.169545
X7,65.44614531564837,2022-02-21 12:52:32.169545
X1,75.36459934878678,2022-02-22 12:52:32.149203
X2,33.78162635368591,2022-02-22 12:52:32.164830
X3,69.73812877370912,2022-02-22 12:52:32.166332
X4,41.81661345362323,2022-02-22 12:52:32.167445
X5,20.299002089259826,2022-02-22 12:52:32.167445
X6,22.775880316164077,2022-02-22 12:52:32.168543
X7,86.73371740482723,2022-02-22 12:52:32.169545
X8,25.356096693004837,2022-02-22 12:52:32.169545
X10,42.0334632035603,2022-02-22 12:52:32.169545
X9,70.42337905599832,2022-02-22 12:52:32.169545
X1,74.05182768151144,2022-02-23 12:52:32.149203
X2,87.79661087626856,2022-02-23 12:52:32.164830
X3,55.59764163001252,2022-02-23 12:52:32.166332
X5,75.85466836127252,2022-02-23 12:52:32.167445
X4,64.30057287014384,2022-02-23 12:52:32.167445
X6,59.058300944591906,2022-02-23 12:52:32.168543
X10,35.931795185330955,2022-02-23 12:52:32.169545
X7,37.83132298327636,2022-02-23 12:52:32.169545
X8,51.437185637335,2022-02-23 12:52:32.169545
X9,76.53070561347256,2022-02-23 12:52:32.169545
X1,50.21551447078373,2022-02-24 12:52:32.149203
X2,69.05617418090371,2022-02-24 12:52:32.164830
X3,41.68514933286782,2022-02-24 12:52:32.166332
X4,58.326499747603634,2022-02-24 12:52:32.167445
X5,53.614081028151006,2022-02-24 12:52:32.167445
X6,83.0543431519269,2022-02-24 12:52:32.168543
X8,41.26903458043322,2022-02-24 12:52:32.169545
X7,39.71877557080054,2022-02-24 12:52:32.169545
X10,63.53463268055128,2022-02-24 12:52:32.169545
X9,51.73881018255591,2022-02-24 12:52:32.169545
X1,38.69304856320696,2022-02-25 12:52:32.149203
X2,71.54995672250519,2022-02-25 12:52:32.164830
X3,84.25143190274207,2022-02-25 12:52:32.166332
X4,45.92026333537225,2022-02-25 12:52:32.167445
X5,36.534256763077806,2022-02-25 12:52:32.167445
X6,37.371816312077144,2022-02-25 12:52:32.168543
X10,48.68445656701195,2022-02-25 12:52:32.169545
X9,75.6437742013178,2022-02-25 12:52:32.169545
X7,23.438213531388488,2022-02-25 12:52:32.169545
X8,76.85942664203166,2022-02-25 12:52:32.169545
X1,82.29413456017491,2022-02-26 12:52:32.149203
X2,80.74748813487923,2022-02-26 12:52:32.164830
X3,47.899482580608236,2022-02-26 12:52:32.166332
X5,24.942613885440103,2022-02-26 12:52:32.167445
X4,83.71445298794637,2022-02-26 12:52:32.167445
X6,43.70236818983623,2022-02-26 12:52:32.168543
X9,35.030956836191216,2022-02-26 12:52:32.169545
X10,63.68874157275066,2022-02-26 12:52:32.169545
X8,74.61630237391469,2022-02-26 12:52:32.169545
X7,74.97965887461886,2022-02-26 12:52:32.169545
X1,81.49129680521037,2022-02-27 12:52:32.149203
X2,87.48180872618742,2022-02-27 12:52:32.164830
X3,88.86300194905067,2022-02-27 12:52:32.166332
X4,37.816144447152695,2022-02-27 12:52:32.167445
X5,53.544556694879496,2022-02-27 12:52:32.167445
X6,23.441053946890886,2022-02-27 12:52:32.168543
X9,71.47531362231877,2022-02-27 12:52:32.169545
X8,61.19838885760968,2022-02-27 12:52:32.169545
X10,86.74814621991102,2022-02-27 12:52:32.169545
X7,46.74962403477477,2022-02-27 12:52:32.169545
X1,65.48369547442277,2022-02-28 12:52:32.149203
X2,77.17786486035571,2022-02-28 12:52:32.164830
X3,33.38878836110123,2022-02-28 12:52:32.166332
X4,81.27569108205194,2022-02-28 12:52:32.167445
X5,45.45705402260194,2022-02-28 12:52:32.167445
X6,29.809210229405036,2022-02-28 12:52:32.168543
X7,23.094126281811302,2022-02-28 12:52:32.169545
X10,74.04128193638567,2022-02-28 12:52:32.169545
X9,80.59221943761318,2022-02-28 12:52:32.169545
X8,73.92918382462344,2022-02-28 12:52:32.169545
X1,35.42296419220337,2022-03-01 12:52:32.149203
X2,30.66444928556835,2022-03-01 12:52:32.164830
X3,40.11602630684314,2022-03-01 12:52:32.166332
X4,23.196935861412477,2022-03-01 12:52:32.167445
X5,72.96264225508793,2022-03-01 12:52:32.167445
X6,51.942598069884184,2022-03-01 12:52:32.168543
X9,21.64763992963823,2022-03-01 12:52:32.169545
X8,38.792889643768035,2022-03-01 12:52:32.169545
X10,46.84886891229543,2022-03-01 12:52:32.169545
X7,82.43934168408296,2022-03-01 12:52:32.169545
X1,28.692307812166504,2022-03-02 12:52:32.149203
X2,38.4458807974923,2022-03-02 12:52:32.164830
X3,67.01529537853934,2022-03-02 12:52:32.166332
X4,20.538387903803347,2022-03-02 12:52:32.167445
X5,83.86366534141658,2022-03-02 12:52:32.167445
X6,57.64284463394275,2022-03-02 12:52:32.168543
X7,43.68292953982015,2022-03-02 12:52:32.169545
X8,29.405233965855654,2022-03-02 12:52:32.169545
X10,34.886075561007004,2022-03-02 12:52:32.169545
X9,52.165928977478316,2022-03-02 12:52:32.169545
X1,62.323496405771024,2022-03-03 12:52:32.149203
X2,83.98389206891072,2022-03-03 12:52:32.164830
X3,85.47755014938035,2022-03-03 12:52:32.166332
X5,66.14617132831305,2022-03-03 12:52:32.167445
X4,38.849853090072365,2022-03-03 12:52:32.167445
X6,37.341960454738285,2022-03-03 12:52:32.168543
X9,35.06406941101282,2022-03-03 12:52:32.169545
X7,30.397062676244587,2022-03-03 12:52:32.169545
X8,45.953772323972956,2022-03-03 12:52:32.169545
X10,72.86432592728966,2022-03-03 12:52:32.169545
X1,84.11022199011897,2022-03-04 12:52:32.149203
X2,36.62547885972084,2022-03-04 12:52:32.164830
X3,59.803186144148896,2022-03-04 12:52:32.166332
X4,83.01098045182661,2022-03-04 12:52:32.167445
X5,60.17005455751339,2022-03-04 12:52:32.167445
X6,59.10348254348717,2022-03-04 12:52:32.168543
X7,79.47088207888457,2022-03-04 12:52:32.169545
X10,61.38135701923382,2022-03-04 12:52:32.169545
X9,38.52393634189084,2022-03-04 12:52:32.169545
X8,43.363328163870314,2022-03-04 12:52:32.169545
X1,86.68554758981146,2022-03-05 12:52:32.149203
X2,70.66820790560185,2022-03-05 12:52:32.164830
X3,52.72198420430531,2022-03-05 12:52:32.166332
X5,25.295723993008338,2022-03-05 12:52:32.167445
X4,51.918450154648994,2022-03-05 12:52:32.167445
X6,52.73969985203716,2022-03-05 12:52:32.168543
X7,35.08723866407145,2022-03-05 12:52:32.169545
X8,34.71721978295126,2022-03-05 12:52:32.169545
X9,61.29920862855317,2022-03-05 12:52:32.169545
X10,21.094781294948717,2022-03-05 12:52:32.169545
X1,70.45044922613545,2022-03-06 12:52:32.149203
X2,34.74571280993552,2022-03-06 12:52:32.164830
X3,44.55942276179862,2022-03-06 12:52:32.166332
X4,45.158342612457005,2022-03-06 12:52:32.167445
X5,58.82562663151763,2022-03-06 12:52:32.167445
X6,25.05082130740216,2022-03-06 12:52:32.168543
X7,44.337369174403435,2022-03-06 12:52:32.169545
X9,37.89923778857153,2022-03-06 12:52:32.169545
X8,23.00408395238512,2022-03-06 12:52:32.169545
X10,80.37732472790142,2022-03-06 12:52:32.169545
X1,43.74034932829122,2022-03-07 12:52:32.149203
X2,74.53755652633293,2022-03-07 12:52:32.164830
X3,25.05682655100916,2022-03-07 12:52:32.166332
X4,43.32854849018336,2022-03-07 12:52:32.167445
X5,43.94420227459066,2022-03-07 12:52:32.167445
X6,50.096396332841564,2022-03-07 12:52:32.168543
X10,72.94506247287349,2022-03-07 12:52:32.169545
X8,90.25119880189207,2022-03-07 12:52:32.169545
X7,74.98993846145324,2022-03-07 12:52:32.169545
X9,66.94525967531422,2022-03-07 12:52:32.169545
X1,27.99647870808066,2022-03-08 12:52:32.149203
X2,59.100910873368306,2022-03-08 12:52:32.164830
X3,47.34301987094936,2022-03-08 12:52:32.166332
X5,27.7189298753521,2022-03-08 12:52:32.167445
X4,32.19979445706607,2022-03-08 12:52:32.167445
X6,89.27438876086559,2022-03-08 12:52:32.168543
X10,83.10660928142738,2022-03-08 12:52:32.169545
X7,47.98184539590684,2022-03-08 12:52:32.169545
X9,63.09194827935462,2022-03-08 12:52:32.169545
X8,41.92895498615893,2022-03-08 12:52:32.169545
X1,39.79333407300475,2022-03-09 12:52:32.149203
X2,41.48886659454288,2022-03-09 12:52:32.164830
X3,22.255624982091305,2022-03-09 12:52:32.166332
X4,29.79305436390603,2022-03-09 12:52:32.167445
X5,88.85476471836783,2022-03-09 12:52:32.167445
X6,52.49828618101616,2022-03-09 12:52:32.168543
X8,76.0938013986949,2022-03-09 12:52:32.169545
X9,22.648140454766708,2022-03-09 12:52:32.169545
X10,38.84894352739601,2022-03-09 12:52:32.169545
X7,22.944769537947977,2022-03-09 12:52:32.169545
X1,30.090707360973497,2022-03-10 12:52:32.149203
X2,72.96849059051794,2022-03-10 12:52:32.164830
X3,36.86976933048598,2022-03-10 12:52:32.166332
X4,25.692012066688463,2022-03-10 12:52:32.167445
X5,55.77379554732044,2022-03-10 12:52:32.167445
X6,62.95550326544537,2022-03-10 12:52:32.168543
X7,35.706324047405104,2022-03-10 12:52:32.169545
X8,90.12495704338826,2022-03-10 12:52:32.169545
X10,31.820427647598677,2022-03-10 12:52:32.169545
X9,78.20805009799312,2022-03-10 12:52:32.169545
X1,81.78740710092913,2022-03-11 12:52:32.149203
X2,90.79693498477307,2022-03-11 12:52:32.164830
X3,53.64795860287441,2022-03-11 12:52:32.166332
X4,51.646150705671744,2022-03-11 12:52:32.167445
X5,47.88852671240801,2022-03-11 12:52:32.167445
X6,77.23599342764629,2022-03-11 12:52:32.168543
X7,28.845205532952424,2022-03-11 12:52:32.169545
X8,30.833679650492314,2022-03-11 12:52:32.169545
X9,64.84091245519865,2022-03-11 12:52:32.169545
X10,56.34500020213719,2022-03-11 12:52:32.169545
X1,34.12784244912242,2022-03-12 12:52:32.149203
X2,47.64906516367395,2022-03-12 12:52:32.164830
X3,84.44067728463749,2022-03-12 12:52:32.166332
X5,60.224799423371486,2022-03-12 12:52:32.167445
X4,76.00626236099606,2022-03-12 12:52:32.167445
X6,78.17488137986066,2022-03-12 12:52:32.168543
X7,29.95061091228753,2022-03-12 12:52:32.169545
X10,61.69015643460783,2022-03-12 12:52:32.169545
X8,71.2020407184095,2022-03-12 12:52:32.169545
X9,66.4004602758726,2022-03-12 12:52:32.169545
X1,54.70158811947997,2022-03-13 12:52:32.149203
X2,87.20362185445059,2022-03-13 12:52:32.164830
X3,42.19628209045719,2022-03-13 12:52:32.166332
X5,38.330731784516885,2022-03-13 12:52:32.167445
X4,66.74266961098849,2022-03-13 12:52:32.167445
X6,41.25351608440853,2022-03-13 12:52:32.168543
X7,63.47647311853989,2022-03-13 12:52:32.169545
X10,88.66381276572159,2022-03-13 12:52:32.169545
X9,70.6414427105911,2022-03-13 12:52:32.169545
X8,71.62720857914793,2022-03-13 12:52:32.169545
X1,26.75184077947211,2022-03-14 12:52:32.149203
X2,57.33376393067685,2022-03-14 12:52:32.164830
X3,32.67136447221874,2022-03-14 12:52:32.166332
X5,63.38496567774083,2022-03-14 12:52:32.167445
X4,53.40898101388137,2022-03-14 12:52:32.167445
X6,53.541013642986734,2022-03-14 12:52:32.168543
X9,23.630395114867014,2022-03-14 12:52:32.169545
X10,71.11854880946998,2022-03-14 12:52:32.169545
X8,61.87187688102105,2022-03-14 12:52:32.169545
X7,87.09976136344207,2022-03-14 12:52:32.169545
X1,62.99904983493539,2022-03-15 12:52:32.149203
X2,87.65808969063417,2022-03-15 12:52:32.164830
X3,69.80917338907221,2022-03-15 12:52:32.166332
X4,68.92967223897796,2022-03-15 12:52:32.167445
X5,58.38123837466344,2022-03-15 12:52:32.167445
